year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,writein,candidatevotes,totalvotes,version,notes,party_simplified
1980,UTAH,UT,49,87,67,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,124266,604152,20210113,,DEMOCRAT
1980,VERMONT,VT,50,13,6,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,94628,213299,20210113,,REPUBLICAN
1980,VERMONT,VT,50,13,6,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,81952,213299,20210113,,DEMOCRAT
1980,VIRGINIA,VA,51,54,40,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,989609,1866032,20210113,,REPUBLICAN
1980,VIRGINIA,VA,51,54,40,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,752174,1866032,20210113,,DEMOCRAT
1980,WASHINGTON,WA,53,91,73,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,865244,1742394,20210113,,REPUBLICAN
1980,WASHINGTON,WA,53,91,73,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,650193,1742394,20210113,,DEMOCRAT
1980,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,367462,737715,20210113,,DEMOCRAT
1980,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,334206,737715,20210113,,REPUBLICAN
1980,WISCONSIN,WI,55,35,25,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1088845,2273221,20210113,,REPUBLICAN
1980,WISCONSIN,WI,55,35,25,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,981584,2273221,20210113,,DEMOCRAT
1980,WYOMING,WY,56,83,68,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,110700,176713,20210113,,REPUBLICAN
1980,WYOMING,WY,56,83,68,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,49427,176713,20210113,,DEMOCRAT
1984,ALABAMA,AL,1,63,41,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,872849,1441713,20210113,,REPUBLICAN
1984,ALABAMA,AL,1,63,41,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,551899,1441713,20210113,,DEMOCRAT
1984,ALASKA,AK,2,94,81,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,138377,207605,20210113,,REPUBLICAN
1984,ALASKA,AK,2,94,81,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,62007,207605,20210113,,DEMOCRAT
1984,ARIZONA,AZ,4,86,61,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,681416,1025897,20210113,,REPUBLICAN
1984,ARIZONA,AZ,4,86,61,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,333854,1025897,20210113,,DEMOCRAT
1984,ARKANSAS,AR,5,71,42,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,534774,884406,20210113,,REPUBLICAN
1984,ARKANSAS,AR,5,71,42,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,338646,884406,20210113,,DEMOCRAT
1984,CALIFORNIA,CA,6,93,71,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,5467009,9505041,20210113,,REPUBLICAN
1984,CALIFORNIA,CA,6,93,71,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,3922519,9505041,20210113,,DEMOCRAT
1984,COLORADO,CO,8,84,62,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,821817,1295380,20210113,,REPUBLICAN
1984,COLORADO,CO,8,84,62,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,454975,1295380,20210113,,DEMOCRAT
1984,CONNECTICUT,CT,9,16,1,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,890877,1466900,20210113,,REPUBLICAN
1984,CONNECTICUT,CT,9,16,1,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,569597,1466900,20210113,,DEMOCRAT
1984,DELAWARE,DE,10,51,11,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,152190,254572,20210113,,REPUBLICAN
1984,DELAWARE,DE,10,51,11,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,101656,254572,20210113,,DEMOCRAT
1984,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,180408,211288,20210113,,DEMOCRAT
1984,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,29009,211288,20210113,,REPUBLICAN
1984,FLORIDA,FL,12,59,43,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,2730350,4180051,20210113,,REPUBLICAN
1984,FLORIDA,FL,12,59,43,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,1448816,4180051,20210113,,DEMOCRAT
1984,GEORGIA,GA,13,58,44,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1068722,1776103,20210113,,REPUBLICAN
1984,GEORGIA,GA,13,58,44,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,706628,1776103,20210113,,DEMOCRAT
1984,HAWAII,HI,15,95,82,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,185050,335846,20210113,,REPUBLICAN
1984,HAWAII,HI,15,95,82,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,147154,335846,20210113,,DEMOCRAT
1984,IDAHO,ID,16,82,63,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,297523,411144,20210113,,REPUBLICAN
1984,IDAHO,ID,16,82,63,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,108510,411144,20210113,,DEMOCRAT
1984,ILLINOIS,IL,17,33,21,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,2707103,4819088,20210113,,REPUBLICAN
1984,ILLINOIS,IL,17,33,21,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,2086499,4819088,20210113,,DEMOCRAT
1984,INDIANA,IN,18,32,22,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1377230,2233069,20210113,,REPUBLICAN
1984,INDIANA,IN,18,32,22,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,841481,2233069,20210113,,DEMOCRAT
1984,IOWA,IA,19,42,31,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,703088,1319805,20210113,,REPUBLICAN
1984,IOWA,IA,19,42,31,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,605620,1319805,20210113,,DEMOCRAT
1984,KANSAS,KS,20,47,32,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,677296,1021991,20210113,,REPUBLICAN
1984,KANSAS,KS,20,47,32,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,333149,1021991,20210113,,DEMOCRAT
1984,KENTUCKY,KY,21,61,51,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,821702,1369345,20210113,,REPUBLICAN
1984,KENTUCKY,KY,21,61,51,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,539539,1369345,20210113,,DEMOCRAT
1984,LOUISIANA,LA,22,72,45,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1037299,1706822,20210113,,REPUBLICAN
1984,LOUISIANA,LA,22,72,45,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,651586,1706822,20210113,,DEMOCRAT
1984,MAINE,ME,23,11,2,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,336500,553144,20210113,,REPUBLICAN
1984,MAINE,ME,23,11,2,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,214515,553144,20210113,,DEMOCRAT
1984,MARYLAND,MD,24,52,52,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,879918,1675873,20210113,,REPUBLICAN
1984,MARYLAND,MD,24,52,52,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,787935,1675873,20210113,,DEMOCRAT
1984,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1310936,2559383,20210113,,REPUBLICAN
1984,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,1239606,2559383,20210113,,DEMOCRAT
1984,MICHIGAN,MI,26,34,23,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,2251571,3801658,20210113,,REPUBLICAN
1984,MICHIGAN,MI,26,34,23,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,1529638,3801658,20210113,,DEMOCRAT
1984,MINNESOTA,MN,27,41,33,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,1036364,2084449,20210113,,DEMOCRAT
1984,MINNESOTA,MN,27,41,33,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1032603,2084449,20210113,,REPUBLICAN
1984,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,582377,941104,20210113,,REPUBLICAN
1984,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,352192,941104,20210113,,DEMOCRAT
1984,MISSOURI,MO,29,43,34,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1274188,2122771,20210113,,REPUBLICAN
1984,MISSOURI,MO,29,43,34,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,848583,2122771,20210113,,DEMOCRAT
1984,MONTANA,MT,30,81,64,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,232450,384377,20210113,,REPUBLICAN
1984,MONTANA,MT,30,81,64,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,146742,384377,20210113,,DEMOCRAT
1984,NEBRASKA,NE,31,46,35,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,460054,652090,20210113,,REPUBLICAN
1984,NEBRASKA,NE,31,46,35,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,187866,652090,20210113,,DEMOCRAT
1984,NEVADA,NV,32,88,65,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,188770,282717,20210113,,REPUBLICAN
1984,NEVADA,NV,32,88,65,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,91655,282717,20210113,,DEMOCRAT
1984,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,267050,388904,20210113,,REPUBLICAN
1984,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,120347,388904,20210113,,DEMOCRAT
1984,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1933630,3217862,20210113,,REPUBLICAN
1984,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,1261323,3217862,20210113,,DEMOCRAT
1984,NEW MEXICO,NM,35,85,66,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,307101,514370,20210113,,REPUBLICAN
1984,NEW MEXICO,NM,35,85,66,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,201769,514370,20210113,,DEMOCRAT
1984,NEW YORK,NY,36,21,13,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,3376519,6806810,20210113,,REPUBLICAN
1984,NEW YORK,NY,36,21,13,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,3001285,6806810,20210113,,DEMOCRAT
1984,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1346481,2175361,20210113,,REPUBLICAN
1984,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,824287,2175361,20210113,,DEMOCRAT
1984,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,200336,308971,20210113,,REPUBLICAN
1984,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,104429,308971,20210113,,DEMOCRAT
1984,OHIO,OH,39,31,24,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,2678559,4563235,20210113,,REPUBLICAN
1984,OHIO,OH,39,31,24,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,1825440,4563235,20210113,,DEMOCRAT
1984,OKLAHOMA,OK,40,73,53,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,861530,1255676,20210113,,REPUBLICAN
1984,OKLAHOMA,OK,40,73,53,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,385080,1255676,20210113,,DEMOCRAT
1984,OREGON,OR,41,92,72,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,685700,1226527,20210113,,REPUBLICAN
1984,OREGON,OR,41,92,72,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,536479,1226527,20210113,,DEMOCRAT
1984,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,2584323,4844903,20210113,,REPUBLICAN
1984,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,2228131,4844903,20210113,,DEMOCRAT
1984,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,212080,410489,20210113,,REPUBLICAN
1984,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,197106,410489,20210113,,DEMOCRAT
1984,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,615539,968529,20210113,,REPUBLICAN
1984,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,344459,968529,20210113,,DEMOCRAT
1984,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,200267,317867,20210113,,REPUBLICAN
1984,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,116113,317867,20210113,,DEMOCRAT
1984,TENNESSEE,TN,47,62,54,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,990212,1711993,20210113,,REPUBLICAN
1984,TENNESSEE,TN,47,62,54,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,711714,1711993,20210113,,DEMOCRAT
1984,TEXAS,TX,48,74,49,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,3433428,5397571,20210113,,REPUBLICAN
1984,TEXAS,TX,48,74,49,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,1949276,5397571,20210113,,DEMOCRAT
1984,UTAH,UT,49,87,67,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,469105,629656,20210113,,REPUBLICAN
1984,UTAH,UT,49,87,67,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,155369,629656,20210113,,DEMOCRAT
1984,VERMONT,VT,50,13,6,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,135865,234561,20210113,,REPUBLICAN
1984,VERMONT,VT,50,13,6,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,95730,234561,20210113,,DEMOCRAT
1984,VIRGINIA,VA,51,54,40,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1337078,2146635,20210113,,REPUBLICAN
1984,VIRGINIA,VA,51,54,40,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,796250,2146635,20210113,,DEMOCRAT
1984,WASHINGTON,WA,53,91,73,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1051670,1874910,20210113,,REPUBLICAN
1984,WASHINGTON,WA,53,91,73,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,798352,1874910,20210113,,DEMOCRAT
1984,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,405483,735742,20210113,,REPUBLICAN
1984,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,328125,735742,20210113,,DEMOCRAT
1984,WISCONSIN,WI,55,35,25,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1198584,2211689,20210113,,REPUBLICAN
1984,WISCONSIN,WI,55,35,25,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,995740,2211689,20210113,,DEMOCRAT
1984,WYOMING,WY,56,83,68,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,133241,188968,20210113,,REPUBLICAN
1984,WYOMING,WY,56,83,68,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,53370,188968,20210113,,DEMOCRAT
1988,ALABAMA,AL,1,63,41,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,815576,1378476,20210113,,REPUBLICAN
1988,ALABAMA,AL,1,63,41,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,549506,1378476,20210113,,DEMOCRAT
1988,ALASKA,AK,2,94,81,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,119251,200116,20210113,,REPUBLICAN
1988,ALASKA,AK,2,94,81,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,72584,200116,20210113,,DEMOCRAT
1988,ARIZONA,AZ,4,86,61,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,702541,1171873,20210113,,REPUBLICAN
1988,ARIZONA,AZ,4,86,61,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,454029,1171873,20210113,,DEMOCRAT
1988,ARKANSAS,AR,5,71,42,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,466578,827738,20210113,,REPUBLICAN
1988,ARKANSAS,AR,5,71,42,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,349237,827738,20210113,,DEMOCRAT
1988,CALIFORNIA,CA,6,93,71,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,5054917,9887065,20210113,,REPUBLICAN
1988,CALIFORNIA,CA,6,93,71,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,4702233,9887065,20210113,,DEMOCRAT
1988,COLORADO,CO,8,84,62,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,728177,1372394,20210113,,REPUBLICAN
1988,COLORADO,CO,8,84,62,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,621453,1372394,20210113,,DEMOCRAT
1988,CONNECTICUT,CT,9,16,1,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,750241,1443394,20210113,,REPUBLICAN
1988,CONNECTICUT,CT,9,16,1,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,676584,1443394,20210113,,DEMOCRAT
1988,DELAWARE,DE,10,51,11,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,139639,249891,20210113,,REPUBLICAN
1988,DELAWARE,DE,10,51,11,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,108647,249891,20210113,,DEMOCRAT
1988,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,159407,192877,20210113,,DEMOCRAT
1988,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,27590,192877,20210113,,REPUBLICAN
1988,FLORIDA,FL,12,59,43,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2618885,4302313,20210113,,REPUBLICAN
1988,FLORIDA,FL,12,59,43,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,1656701,4302313,20210113,,DEMOCRAT
1988,GEORGIA,GA,13,58,44,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1081331,1809672,20210113,,REPUBLICAN
1988,GEORGIA,GA,13,58,44,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,714792,1809672,20210113,,DEMOCRAT
1988,HAWAII,HI,15,95,82,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,192364,354461,20210113,,DEMOCRAT
1988,HAWAII,HI,15,95,82,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,158625,354461,20210113,,REPUBLICAN
1988,IDAHO,ID,16,82,63,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,253881,408968,20210113,,REPUBLICAN
1988,IDAHO,ID,16,82,63,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,147272,408968,20210113,,DEMOCRAT
1988,ILLINOIS,IL,17,33,21,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2310939,4559120,20210113,,REPUBLICAN
1988,ILLINOIS,IL,17,33,21,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,2215940,4559120,20210113,,DEMOCRAT
1988,INDIANA,IN,18,32,22,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1297763,2168621,20210113,,REPUBLICAN
1988,INDIANA,IN,18,32,22,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,860643,2168621,20210113,,DEMOCRAT
1988,IOWA,IA,19,42,31,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,670557,1225614,20210113,,DEMOCRAT
1988,IOWA,IA,19,42,31,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,545355,1225614,20210113,,REPUBLICAN
1988,KANSAS,KS,20,47,32,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,554049,993044,20210113,,REPUBLICAN
1988,KANSAS,KS,20,47,32,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,422636,993044,20210113,,DEMOCRAT
1988,KENTUCKY,KY,21,61,51,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,734281,1322517,20210113,,REPUBLICAN
1988,KENTUCKY,KY,21,61,51,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,580368,1322517,20210113,,DEMOCRAT
1988,LOUISIANA,LA,22,72,45,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,883702,1628202,20210113,,REPUBLICAN
1988,LOUISIANA,LA,22,72,45,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,717460,1628202,20210113,,DEMOCRAT
1988,MAINE,ME,23,11,2,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,307131,555035,20210113,,REPUBLICAN
1988,MAINE,ME,23,11,2,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,243569,555035,20210113,,DEMOCRAT
1988,MARYLAND,MD,24,52,52,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,876167,1714358,20210113,,REPUBLICAN
1988,MARYLAND,MD,24,52,52,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,826304,1714358,20210113,,DEMOCRAT
1988,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,1401415,2632801,20210113,,DEMOCRAT
1988,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1194635,2632801,20210113,,REPUBLICAN
1988,MICHIGAN,MI,26,34,23,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1965486,3669163,20210113,,REPUBLICAN
1988,MICHIGAN,MI,26,34,23,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,1675783,3669163,20210113,,DEMOCRAT
1988,MINNESOTA,MN,27,41,33,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,1109471,2096790,20210113,,DEMOCRAT
1988,MINNESOTA,MN,27,41,33,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,962337,2096790,20210113,,REPUBLICAN
1988,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,557890,931527,20210113,,REPUBLICAN
1988,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,363921,931527,20210113,,DEMOCRAT
1988,MISSOURI,MO,29,43,34,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1084953,2093228,20210113,,REPUBLICAN
1988,MISSOURI,MO,29,43,34,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,1001619,2093228,20210113,,DEMOCRAT
1988,MONTANA,MT,30,81,64,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,190412,365674,20210113,,REPUBLICAN
1988,MONTANA,MT,30,81,64,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,168936,365674,20210113,,DEMOCRAT
1988,NEBRASKA,NE,31,46,35,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,397956,661465,20210113,,REPUBLICAN
1988,NEBRASKA,NE,31,46,35,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,259235,661465,20210113,,DEMOCRAT
1988,NEVADA,NV,32,88,65,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,206040,343133,20210113,,REPUBLICAN
1988,NEVADA,NV,32,88,65,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,132738,343133,20210113,,DEMOCRAT
1988,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,281537,450525,20210113,,REPUBLICAN
1988,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,163696,450525,20210113,,DEMOCRAT
1988,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1743192,3099553,20210113,,REPUBLICAN
1988,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,1320352,3099553,20210113,,DEMOCRAT
1988,NEW MEXICO,NM,35,85,66,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,270341,521387,20210113,,REPUBLICAN
1988,NEW MEXICO,NM,35,85,66,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,244497,521387,20210113,,DEMOCRAT
1988,NEW YORK,NY,36,21,13,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,3255487,6485683,20210113,,DEMOCRAT
1988,NEW YORK,NY,36,21,13,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2838414,6485683,20210113,,REPUBLICAN
1988,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1237258,2134370,20210113,,REPUBLICAN
1988,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,890167,2134370,20210113,,DEMOCRAT
1988,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,166559,297261,20210113,,REPUBLICAN
1988,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,127739,297261,20210113,,DEMOCRAT
1988,OHIO,OH,39,31,24,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2416549,4393585,20210113,,REPUBLICAN
1988,OHIO,OH,39,31,24,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,1939629,4393585,20210113,,DEMOCRAT
